"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","coding","compensation","condition","conditon","coordinates","correct","correct_next","correct_response_1","count_exp_sequence","count_exp_sequence1","count_exp_sequence2","count_experiment","count_fixation","count_getting_started","count_instr","count_list1","count_list2","count_logger","count_next","count_pause","count_response_1","count_sound","count_start_exp","count_task","count_thanks","count_training1","count_training2","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","live_row","live_row_training2","logfile","main_asp","main_num","main_tense","num","opensesame_codename","opensesame_version","repeat_cycle","response","response_next","response_response_1","response_thanks","response_time","response_time_next","response_time_response_1","response_time_thanks","round_decimals","sentence_rus","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","sub_asp","sub_num","sub_tense","sub_wo","subject_nr","subject_parity","time_exp_sequence","time_exp_sequence1","time_exp_sequence2","time_experiment","time_fixation","time_getting_started","time_instr","time_list1","time_list2","time_logger","time_next","time_pause","time_response_1","time_sound","time_start_exp","time_task","time_thanks","time_training1","time_training2","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_count"
"undefined","undefined","5359.76923077","5359.76923077","black","legacy","6distr","0","li","distr","uniform","undefined","undefined","undefined","10","0","0","0","10","NA","0","0","0","10","2","10","10","10","1","10","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","7","2","C:/Users/lev/Documents/L00HO.csv","PRF","SG","FUT","46","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","520","39338","520","NA","2","Женя пойдёт гулять, если его позовут.","1024","2","48000","-16","experiment","PRF","SG","FUT","ov","0","even","72226","NA","41692","2348","72228","NA","2354","NA","17145","75345","2354","75265","74743","72228","35401","74743","NA","NA","17145","New experiment","0","69677","13","yes","1024","6"
"undefined","undefined","5004.92857143","5004.92857143","black","legacy","6li","0","li","li","uniform","undefined","undefined","undefined","11","0","0","0","11","NA","0","0","0","11","2","11","11","11","1","11","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","8","2","C:/Users/lev/Documents/L00HO.csv","PRF","SG","PST","11","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","392","39338","392","NA","2","Лена задумалась, понравились ли ей подарки.","1024","2","48000","-16","experiment","PRF","PL","PST","vos","0","even","75727","NA","41692","2348","75729","NA","2354","NA","17145","79008","2354","78928","78533","75730","35401","78532","NA","NA","17145","New experiment","0","70069","14","yes","1024","6"
"undefined","undefined","4768.93333333","4768.93333333","black","legacy","20esli","0","li","esli","uniform","undefined","undefined","undefined","12","0","0","0","12","NA","0","0","0","12","2","12","12","12","1","12","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","9","2","C:/Users/lev/Documents/L00HO.csv","PRF","SG","PST","40","Kafkaesque Koffka","3.2.7","0","3","space","3","NA","1465","39338","1465","NA","2","Коля задумался, если в доме остались конфеты.","1024","2","48000","-16","experiment","PRF","PL","PST","ovs","0","even","79391","NA","41692","2348","79393","NA","2354","NA","17145","83902","2354","83822","82354","79393","35401","82354","NA","NA","17145","New experiment","0","71534","15","yes","1024","7"
"undefined","undefined","4650.75","4650.75","black","legacy","5esli","0","li","esli","uniform","undefined","undefined","undefined","13","0","0","0","13","NA","0","0","0","13","2","13","13","13","1","13","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","10","2","C:/Users/lev/Documents/L00HO.csv","PRF","PL","PST","10","Kafkaesque Koffka","3.2.7","0","3","space","3","NA","2878","39338","2878","NA","2","Ученики забыли, если завтра будут занятия.","1024","2","48000","-16","experiment","IMP","PL","FUT","vo","0","even","84301","NA","41692","2348","84303","NA","2354","NA","17145","90182","2354","90102","87222","84303","35401","87222","NA","NA","17145","New experiment","0","74412","16","yes","1024","6"
"undefined","undefined","4378.58823529","4378.58823529","black","legacy","11li","0","li","li","uniform","undefined","undefined","undefined","14","0","0","0","14","NA","0","0","0","14","2","14","14","14","1","14","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","11","2","C:/Users/lev/Documents/L00HO.csv","IMP","PL","PST","21","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","24","39338","24","NA","2","Внуки узнавали, приедет ли летом бабушка. ","1024","2","48000","-16","experiment","PRF","SG","FUT","vos","0","even","90543","NA","41692","2348","90545","NA","2354","NA","17145","93380","2354","93300","93273","90545","35401","93272","NA","NA","17145","New experiment","0","74436","17","yes","1024","6"
"undefined","undefined","4164.77777778","4164.77777778","black","legacy","9esli","0","li","esli","uniform","undefined","undefined","undefined","15","0","0","0","15","NA","0","0","0","15","2","15","15","15","1","15","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","12","2","C:/Users/lev/Documents/L00HO.csv","PRF","SG","PST","18","Kafkaesque Koffka","3.2.7","0","3","space","3","NA","530","39338","530","NA","2","Катя проверила, если она не забыла перчатки.","1024","2","48000","-16","experiment","PRF","SG","PST","svo","0","even","93746","NA","41692","2348","93748","NA","2354","NA","17145","97326","2354","97246","96714","93749","35401","96713","NA","NA","17145","New experiment","0","74966","18","yes","1024","7"
"undefined","undefined","3962.31578947","3962.31578947","black","legacy","19li","0","li","li","uniform","undefined","undefined","undefined","16","0","0","0","16","NA","0","0","0","16","2","16","16","16","1","16","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","13","2","C:/Users/lev/Documents/L00HO.csv","PRF","PL","PST","37","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","318","39338","318","NA","2","Соседи не сказали, полили ли они цветы.","1024","2","48000","-16","experiment","PRF","PL","PST","vso","0","even","97675","NA","41692","2348","97677","NA","2354","NA","17145","100952","2354","100872","100552","97677","35401","100552","NA","NA","17145","New experiment","0","75284","19","yes","1024","7"
"undefined","undefined","3862.75","3862.75","black","legacy","8distr","0","li","distr","uniform","undefined","undefined","undefined","17","0","0","0","17","NA","0","0","0","17","2","17","17","17","1","17","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","14","2","C:/Users/lev/Documents/L00HO.csv","PRF","SG","FUT","48","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","1971","39338","1971","NA","2","Мама съест пирожное, если оно будет вкусным.","1024","2","48000","-16","experiment","IMP","SG","FUT","sv","0","even","101323","NA","41692","2348","101325","NA","2354","NA","17145","106386","2354","106306","104333","101325","35401","104332","NA","NA","17145","New experiment","0","77255","20","yes","1024","7"
"undefined","undefined","3786.57142857","3786.57142857","black","legacy","4distr","0","li","distr","uniform","undefined","undefined","undefined","18","0","0","0","18","NA","0","0","0","18","2","18","18","18","1","18","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","15","2","C:/Users/lev/Documents/L00HO.csv","PRF","SG","FUT","44","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","2263","39338","2263","NA","2","Витя помоет посуду, если доделает уроки.","1024","2","48000","-16","experiment","PRF","SG","FUT","(s)vo","0","even","106768","NA","41692","2348","106771","NA","2354","NA","17145","112048","2354","111968","109703","106771","35401","109702","NA","NA","17145","New experiment","0","79518","21","yes","1024","6"
"undefined","undefined","3633.72727273","3633.72727273","black","legacy","10esli","0","li","esli","uniform","undefined","undefined","undefined","19","0","0","0","19","NA","0","0","0","19","2","19","19","19","1","19","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","16","2","C:/Users/lev/Documents/L00HO.csv","IMP","PL","PST","20","Kafkaesque Koffka","3.2.7","0","3","space","3","NA","424","39338","424","NA","2","Они интересовались, если журналисты написали про выборы.","1024","2","48000","-16","experiment","PRF","PL","PST","svo","0","even","112447","NA","41692","2348","112449","NA","2354","NA","17145","116310","2354","116230","115803","112449","35401","115802","NA","NA","17145","New experiment","0","79942","22","yes","1024","7"
"undefined","undefined","3497.30434783","3497.30434783","black","legacy","9distr","0","li","distr","uniform","undefined","undefined","undefined","20","0","0","0","20","NA","0","0","0","20","2","20","20","20","1","20","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","17","2","C:/Users/lev/Documents/L00HO.csv","PRF","SG","FUT","49","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","496","39338","496","NA","2","Маша позвонит другу, если он будет дома.","1024","2","48000","-16","experiment","IMP","SG","FUT","svo","0","even","116670","NA","41692","2348","116672","NA","2354","NA","17145","120050","2354","119970","119472","116673","35401","119472","NA","NA","17145","New experiment","0","80438","23","yes","1024","7"
"undefined","undefined","3409.95833333","3409.95833333","black","legacy","13li","0","li","li","uniform","undefined","undefined","undefined","21","0","0","0","21","NA","0","0","0","21","2","21","21","21","1","21","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","18","2","C:/Users/lev/Documents/L00HO.csv","PRF","SG","PST","25","Kafkaesque Koffka","3.2.7","0","4","space","4","NA","1401","39338","1401","NA","2","Витя забыл, будет ли во вторник игра.","1024","2","48000","-16","experiment","IMP","SG","FUT","vo","0","even","120385","NA","41692","2348","120387","NA","2354","NA","17145","124156","2354","124076","122673","120387","35401","122672","NA","NA","17145","New experiment","0","81839","24","yes","1024","7"
"undefined","undefined","3285.44","3285.44","black","legacy","7esli","0","li","esli","uniform","undefined","undefined","undefined","22","0","0","0","22","NA","0","0","0","22","2","22","22","22","1","22","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","19","2","C:/Users/lev/Documents/L00HO.csv","PRF","PL","PST","14","Kafkaesque Koffka","3.2.7","0","3","space","3","NA","297","39338","297","NA","2","Братья не сказали, если они покормили собаку.","1024","2","48000","-16","experiment","PRF","PL","PST","svo","0","even","124531","NA","41692","2348","124533","NA","2354","NA","17145","128001","2354","127921","127622","124533","35401","127621","NA","NA","17145","New experiment","0","82136","25","yes","1024","7"
"undefined","undefined","3183.03846154","3183.03846154","black","legacy","7distr","0","li","distr","uniform","undefined","undefined","undefined","23","0","0","0","23","NA","0","0","0","23","2","23","23","23","1","23","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","20","2","C:/Users/lev/Documents/L00HO.csv","PRF","SG","FUT","47","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","623","39338","623","NA","2","Рита останется дома, если сильно заболеет.","1024","2","48000","-16","experiment","PRF","SG","FUT","(s)ov","0","even","128388","NA","41692","2348","128390","NA","2354","NA","17145","132039","2354","131959","131333","128390","35401","131332","NA","NA","17145","New experiment","0","82759","26","yes","1024","6"
"undefined","undefined","3071.44444444","3071.44444444","black","legacy","16li","0","li","li","uniform","undefined","undefined","undefined","24","0","0","0","24","NA","0","0","0","24","2","24","24","24","1","24","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","21","2","C:/Users/lev/Documents/L00HO.csv","IMP","PL","PST","31","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","170","39338","170","NA","2","Родители сомневались, помыл ли Даня посуду.","1024","2","48000","-16","experiment","PRF","SG","PST","vso","0","even","132404","NA","41692","2348","132406","NA","2354","NA","17145","135533","2354","135453","135281","132406","35401","135281","NA","NA","17145","New experiment","0","82929","27","yes","1024","6"
"undefined","undefined","2979","2979","black","legacy","5distr","0","li","distr","uniform","undefined","undefined","undefined","25","0","0","0","25","NA","0","0","0","25","2","25","25","25","1","25","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","22","2","C:/Users/lev/Documents/L00HO.csv","PRF","SG","FUT","45","Kafkaesque Koffka","3.2.7","0","4","space","4","NA","483","39338","483","NA","2","Саша доест яблоко, если оно будет сладким.","1024","2","48000","-16","experiment","IMP","SG","FUT","sv","0","even","135911","NA","41692","2348","135913","NA","2354","NA","17145","139459","2354","139379","138893","135914","35401","138893","NA","NA","17145","New experiment","0","83412","28","yes","1024","7"
"undefined","undefined","2901.13793103","2901.13793103","black","legacy","14li","0","li","li","uniform","undefined","undefined","undefined","26","0","0","0","26","NA","0","0","0","26","2","26","26","26","1","26","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","23","2","C:/Users/lev/Documents/L00HO.csv","IMP","PL","PST","27","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","721","39338","721","NA","2","Мальчики не знали, принесли ли друзья торт.","1024","2","48000","-16","experiment","PRF","PL","PST","vso","0","even","139820","NA","41692","2348","139822","NA","2354","NA","17145","143387","2354","143307","142583","139822","35401","142582","NA","NA","17145","New experiment","0","84133","29","yes","1024","7"
"undefined","undefined","2838.8","2838.8","black","legacy","2distr","0","li","distr","uniform","undefined","undefined","undefined","27","0","0","0","27","NA","0","0","0","27","2","27","27","27","1","27","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","24","2","C:/Users/lev/Documents/L00HO.csv","PRF","SG","FUT","42","Kafkaesque Koffka","3.2.7","0","4","space","4","NA","1031","39338","1031","NA","2","Вася купит картошку, если придёт зарплата.","1024","2","48000","-16","experiment","IMP","SG","FUT","svo","0","even","143748","NA","41692","2348","143750","NA","2354","NA","17145","147725","2354","147645","146612","143750","35401","146611","NA","NA","17145","New experiment","0","85164","30","yes","1024","#REF!"
"undefined","undefined","2767.29032258","2767.29032258","black","legacy","4esli","0","li","esli","uniform","undefined","undefined","undefined","28","0","0","0","28","NA","0","0","0","28","2","28","28","28","1","28","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","25","2","C:/Users/lev/Documents/L00HO.csv","PRF","SG","PST","8","Kafkaesque Koffka","3.2.7","0","3","space","3","NA","622","39338","622","NA","2","Петя спросил, если Вася смотрел кино.","1024","2","48000","-16","experiment","IMP","SG","PST","svo","0","even","148083","NA","41692","2348","148085","NA","2354","NA","17145","151437","2354","151357","150731","148085","35401","150731","NA","NA","17145","New experiment","0","85786","31","yes","1024","6"
"undefined","undefined","2728.09375","2728.09375","black","legacy","17li","0","li","li","uniform","undefined","undefined","undefined","29","0","0","0","29","NA","0","0","0","29","2","29","29","29","1","29","0","0","0","12/06/19 13:02:28","The main experiment item","yes","NA","tmpib3fhvff.osexp","C:/Users/lev/Downloads","no","mono","no","18","no","white","no","yes","768","26","2","C:/Users/lev/Documents/L00HO.csv","PRF","SG","PST","33","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","1513","39338","1513","NA","2","Вася не решил, купит ли он газету.","1024","2","48000","-16","experiment","PRF","SG","FUT","vso","0","even","151771","NA","41692","2348","151773","NA","2354","NA","17145","155699","2354","155619","154103","151773","35401","154102","NA","NA","17145","New experiment","0","87299","32","yes","1024","7"
