"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","coding","compensation","condition","conditon","coordinates","correct","correct_next","correct_response_1","count_exp_sequence","count_exp_sequence1","count_exp_sequence2","count_experiment","count_fixation","count_getting_started","count_instr","count_list1","count_list2","count_logger","count_next","count_pause","count_response_1","count_sound","count_start_exp","count_task","count_thanks","count_training1","count_training2","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","live_row","live_row_training2","logfile","main_asp","main_num","main_tense","num","opensesame_codename","opensesame_version","repeat_cycle","response","response_next","response_response_1","response_thanks","response_time","response_time_next","response_time_response_1","response_time_thanks","round_decimals","sentence_rus","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","sub_asp","sub_num","sub_tense","sub_wo","subject_nr","subject_parity","time_exp_sequence","time_exp_sequence1","time_exp_sequence2","time_experiment","time_fixation","time_getting_started","time_instr","time_list1","time_list2","time_logger","time_next","time_pause","time_response_1","time_sound","time_start_exp","time_task","time_thanks","time_training1","time_training2","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_count"
"undefined","undefined","18538","18538","black","legacy","10distr","0","distr","NA","uniform","undefined","undefined","undefined","0","0","0","0","0","NA","0","0","0","0","2","0","0","0","1","0","0","0","0","12/08/19 22:03:23","The main experiment item","yes","tmp110oashp.osexp","C:/Users/lev/Documents","no","mono","no","18","no","white","no","yes","768","0","0","C:/Users/lev/Documents/Results_LJ/L10HO.csv","PRF","SG","FUT","50","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","16374","20702","16374","NA","2","Дима проверит почту, если компьютер включится.","1024","2","48000","-16","experiment","PRF","SG","FUT","sv","10","even","23606","NA","NA","2519","23608","NA","2524","NA","23227","43094","2524","43014","26637","23608","NA","26637","NA","NA","23227","New experiment","0","37076","2","yes","1024","6"
"undefined","undefined","14850","14850","black","legacy","2esli","0","esli","NA","uniform","undefined","undefined","undefined","1","0","0","0","1","NA","0","0","0","1","2","1","1","1","1","1","0","0","0","12/08/19 22:03:23","The main experiment item","yes","tmp110oashp.osexp","C:/Users/lev/Documents","no","mono","no","18","no","white","no","yes","768","1","1","C:/Users/lev/Documents/Results_LJ/L10HO.csv","PRF","PL","PST","4","Kafkaesque Koffka","3.2.7","0","3","space","3","NA","7474","20702","7474","NA","2","Гости не сообщили, если они приедут.","1024","2","48000","-16","experiment","PRF","PL","FUT","so","10","even","43530","NA","NA","2519","43532","NA","2524","NA","23227","53714","2524","53634","46158","43532","NA","46157","NA","NA","23227","New experiment","0","44550","3","yes","1024","6"
"undefined","undefined","11870.75","11870.75","black","legacy","12li","0","li","NA","uniform","undefined","undefined","undefined","2","0","0","0","2","NA","0","0","0","2","2","2","2","2","1","2","0","0","0","12/08/19 22:03:23","The main experiment item","yes","tmp110oashp.osexp","C:/Users/lev/Documents","no","mono","no","18","no","white","no","yes","768","2","2","C:/Users/lev/Documents/Results_LJ/L10HO.csv","PRF","SG","PST","23","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","2933","20702","2933","NA","2","Нина спросила, поели ли дети.","1024","2","48000","-16","experiment","PRF","PL","PST","vos","10","even","54092","NA","NA","2519","54094","NA","2524","NA","23227","59302","2524","59222","56287","54094","NA","56287","NA","NA","23227","New experiment","0","47483","4","yes","1024","5"
"undefined","undefined","19625.3333333","19625.3333333","black","legacy","8esli","0","li","esli","uniform","undefined","undefined","undefined","3","0","0","0","3","NA","0","0","0","3","2","3","3","3","1","3","0","0","0","12/08/19 22:03:23","The main experiment item","yes","tmp110oashp.osexp","C:/Users/lev/Documents","no","mono","no","18","no","white","no","yes","768","0","2","C:/Users/lev/Documents/Results_LJ/L10HO.csv","PRF","SG","PST","16","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","4768","65501","4768","NA","2","Миша уточнил, если на обед будет суп.","1024","2","48000","-16","experiment","IMP","SG","FUT","ovs","10","even","68347","NA","68025","2519","68349","NA","2524","NA","23227","75768","2524","75688","70917","68349","59389","70917","NA","NA","23227","New experiment","0","117752","6","yes","1024","7"
"undefined","undefined","16971.1428571","16971.1428571","black","legacy","1esli","0","li","esli","uniform","undefined","undefined","undefined","4","0","0","0","4","NA","0","0","0","4","2","4","4","4","1","4","0","0","0","12/08/19 22:03:23","The main experiment item","yes","tmp110oashp.osexp","C:/Users/lev/Documents","no","mono","no","18","no","white","no","yes","768","1","2","C:/Users/lev/Documents/Results_LJ/L10HO.csv","IMP","SG","PST","2","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","1046","65501","1046","NA","2","Саша не знала, если дети придут домой.","1024","2","48000","-16","experiment","PRF","PL","FUT","svo","10","even","76231","NA","68025","2519","76233","NA","2524","NA","23227","80115","2524","80035","78986","76233","59389","78986","NA","NA","23227","New experiment","0","118798","7","yes","1024","7"
"undefined","undefined","15490.375","15490.375","black","legacy","18li","0","li","li","uniform","undefined","undefined","undefined","5","0","0","0","5","NA","0","0","0","5","2","5","5","5","1","5","0","0","0","12/08/19 22:03:23","The main experiment item","yes","tmp110oashp.osexp","C:/Users/lev/Documents","no","mono","no","18","no","white","no","yes","768","2","2","C:/Users/lev/Documents/Results_LJ/L10HO.csv","PRF","PL","PST","35","Kafkaesque Koffka","3.2.7","0","4","space","4","NA","5125","65501","5125","NA","2","Хозяева уточнили, выключила ли Маша плиту.","1024","2","48000","-16","experiment","PRF","SG","PST","vso","10","even","80545","NA","68025","2519","80547","NA","2524","NA","23227","88805","2524","88725","83597","80547","59389","83596","NA","NA","23227","New experiment","0","123923","8","yes","1024","6"
"undefined","undefined","14014.6666667","14014.6666667","black","legacy","3distr","0","li","distr","uniform","undefined","undefined","undefined","6","0","0","0","6","NA","0","0","0","6","2","6","6","6","1","6","0","0","0","12/08/19 22:03:23","The main experiment item","yes","tmp110oashp.osexp","C:/Users/lev/Documents","no","mono","no","18","no","white","no","yes","768","3","2","C:/Users/lev/Documents/Results_LJ/L10HO.csv","PRF","SG","FUT","43","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","2209","65501","2209","NA","2","Таня посмотрит новости, если заработает телевизор.","1024","2","48000","-16","experiment","PRF","SG","FUT","vs","10","even","89249","NA","68025","2519","89251","NA","2524","NA","23227","94737","2524","94657","92446","89251","59389","92446","NA","NA","23227","New experiment","0","126132","9","yes","1024","6"
"undefined","undefined","12767.5","12767.5","black","legacy","1distr","0","li","distr","uniform","undefined","undefined","undefined","7","0","0","0","7","NA","0","0","0","7","2","7","7","7","1","7","0","0","0","12/08/19 22:03:23","The main experiment item","yes","tmp110oashp.osexp","C:/Users/lev/Documents","no","mono","no","18","no","white","no","yes","768","4","2","C:/Users/lev/Documents/Results_LJ/L10HO.csv","PRF","SG","FUT","41","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","1543","65501","1543","NA","2","Папа придёт поздно, если вечером будет снег.","1024","2","48000","-16","experiment","IMP","PL","FUT","ovs","10","even","95153","NA","68025","2519","95155","NA","2524","NA","23227","99531","2524","99451","97906","95156","59389","97906","NA","NA","23227","New experiment","0","127675","10","yes","1024","7"
"undefined","undefined","11704.8181818","11704.8181818","black","legacy","15li","0","li","li","uniform","undefined","undefined","undefined","8","0","0","0","8","NA","0","0","0","8","2","8","8","8","1","8","0","0","0","12/08/19 22:03:23","The main experiment item","yes","tmp110oashp.osexp","C:/Users/lev/Documents","no","mono","no","18","no","white","no","yes","768","5","2","C:/Users/lev/Documents/Results_LJ/L10HO.csv","PRF","SG","PST","29","Kafkaesque Koffka","3.2.7","0","5","space","5","NA","1078","65501","1078","NA","2","Учитель поинтересовался, выполнили ли ученики задание.","1024","2","48000","-16","experiment","PRF","PL","PST","vso","10","even","100011","NA","68025","2519","100013","NA","2524","NA","23227","104847","2524","104767","103687","100013","59389","103687","NA","NA","23227","New experiment","0","128753","11","yes","1024","6"
"undefined","undefined","10853.3333333","10853.3333333","black","legacy","3esli","0","li","esli","uniform","undefined","undefined","undefined","9","0","0","0","9","NA","0","0","0","9","2","9","9","9","1","9","0","0","0","12/08/19 22:03:23","The main experiment item","yes","tmp110oashp.osexp","C:/Users/lev/Documents","no","mono","no","18","no","white","no","yes","768","6","2","C:/Users/lev/Documents/Results_LJ/L10HO.csv","IMP","PL","PST","6","Kafkaesque Koffka","3.2.7","0","4","space","4","NA","1487","65501","1487","NA","2","Туристы сомневались, если вечером будет дождь.","1024","2","48000","-16","experiment","IMP","SG","FUT","vs","10","even","105274","NA","68025","2519","105276","NA","2524","NA","23227","109775","2524","109695","108206","105277","59389","108206","NA","NA","23227","New experiment","0","130240","12","yes","1024","6"
